Date mutation;Region;Valeur fonciere;Surface reelle bati;Nombre pieces principales;Prix au m2 (Surface bati)
2021-08-03;Ile-de-France;376179.0;58.0;3.0;7159.0
2021-08-04;Ile-de-France;354660.0;56.0;3.0;7104.0
2021-08-05;Ile-de-France;769068.0;56.0;3.0;15981.0
2021-08-06;Ile-de-France;377294.0;60.0;3.0;7193.0
2021-08-07;Ile-de-France;471455.0;57.0;3.0;11668.0
2021-08-09;Ile-de-France;339611.0;62.0;3.0;5786.0
2021-08-10;Ile-de-France;333686.0;59.0;3.0;5759.0
2021-08-11;Ile-de-France;287452.0;55.0;3.0;5390.0
2021-08-12;Ile-de-France;351849.0;57.0;3.0;7577.0
2021-08-13;Ile-de-France;360173.0;56.0;3.0;7306.0
2021-08-14;Ile-de-France;189400.0;77.0;4.0;3297.0
2021-08-16;Ile-de-France;307901.0;59.0;3.0;6252.0
2021-08-17;Ile-de-France;262264.0;58.0;3.0;5321.0
2021-08-18;Ile-de-France;317739.0;55.0;3.0;6155.0
2021-08-19;Ile-de-France;315995.0;59.0;3.0;5816.0
2021-08-20;Ile-de-France;326907.0;60.0;3.0;5758.0
2021-08-21;Ile-de-France;155278.0;58.0;3.0;2760.0
2021-08-23;Ile-de-France;355707.0;58.0;3.0;6672.0
2021-08-24;Ile-de-France;400838.0;61.0;3.0;7214.0
2021-08-25;Ile-de-France;367002.0;60.0;3.0;6459.0
2021-08-26;Ile-de-France;387027.0;56.0;3.0;7271.0
2021-08-27;Ile-de-France;388151.0;61.0;3.0;6655.0
2021-08-28;Ile-de-France;180912.0;47.0;2.0;4087.0
2021-08-30;Ile-de-France;417525.0;61.0;3.0;7841.0
2021-08-31;Ile-de-France;507145.0;57.0;3.0;11502.0
2021-09-01;Ile-de-France;509669.0;59.0;3.0;9803.0
2021-09-02;Ile-de-France;360972.0;52.0;3.0;7470.0
2021-09-03;Ile-de-France;420202.0;58.0;3.0;7602.0
2021-09-04;Ile-de-France;248007.0;55.0;3.0;5162.0
2021-09-06;Ile-de-France;448050.0;58.0;3.0;7830.0
2021-09-07;Ile-de-France;368160.0;54.0;3.0;7558.0
2021-09-08;Ile-de-France;386335.0;56.0;3.0;9105.0
2021-09-09;Ile-de-France;522599.0;54.0;3.0;11119.0
2021-09-10;Ile-de-France;409665.0;53.0;2.0;9372.0
2021-09-11;Ile-de-France;265590.0;56.0;3.0;4933.0
2021-09-13;Ile-de-France;521749.0;55.0;3.0;10052.0
2021-09-14;Ile-de-France;422920.0;57.0;3.0;7700.0
2021-09-15;Ile-de-France;629809.0;55.0;3.0;18400.0
2021-09-16;Ile-de-France;417317.0;53.0;2.0;9262.0
2021-09-17;Ile-de-France;378487.0;55.0;3.0;7405.0
2021-09-18;Ile-de-France;170828.0;49.0;2.0;3851.0
2021-09-20;Ile-de-France;384758.0;56.0;3.0;7181.0
2021-09-21;Ile-de-France;695167.0;53.0;3.0;17730.0
2021-09-22;Ile-de-France;311255.0;57.0;3.0;6125.0
2021-09-23;Ile-de-France;371995.0;55.0;3.0;7507.0
2021-09-24;Ile-de-France;425788.0;56.0;3.0;8333.0
2021-09-25;Ile-de-France;176536.0;54.0;2.0;4154.0
2021-09-27;Ile-de-France;427919.0;54.0;3.0;8826.0
2021-09-28;Ile-de-France;405452.0;55.0;3.0;7849.0
2021-09-29;Ile-de-France;388111.0;54.0;3.0;7437.0
2021-09-30;Ile-de-France;571942.0;56.0;3.0;12404.0
2021-10-01;Ile-de-France;355756.0;55.0;3.0;6772.0
2021-10-02;Ile-de-France;216069.0;61.0;3.0;3433.0
2021-10-04;Ile-de-France;424957.0;57.0;3.0;7986.0
2021-10-05;Ile-de-France;434984.0;55.0;3.0;8821.0
2021-10-06;Ile-de-France;408138.0;54.0;2.0;8194.0
2021-10-07;Ile-de-France;369258.0;52.0;2.0;7368.0
2021-10-08;Ile-de-France;339977.0;55.0;3.0;6561.0
2021-10-09;Ile-de-France;342721.0;57.0;3.0;6944.0
2021-10-11;Ile-de-France;391563.0;58.0;3.0;6912.0
2021-10-12;Ile-de-France;368959.0;53.0;3.0;7429.0
2021-10-13;Ile-de-France;351709.0;54.0;3.0;6855.0
2021-10-14;Ile-de-France;369809.0;52.0;2.0;7683.0
2021-10-15;Ile-de-France;488179.0;60.0;3.0;8552.0
2021-10-16;Ile-de-France;142749.0;39.0;2.0;11996.0
2021-10-17;Ile-de-France;240000.0;32.0;2.0;13131.0
2021-10-18;Ile-de-France;420542.0;57.0;3.0;7654.0
2021-10-19;Ile-de-France;400429.0;54.0;2.0;7991.0
2021-10-20;Ile-de-France;396141.0;55.0;3.0;7607.0
2021-10-21;Ile-de-France;394367.0;54.0;3.0;8359.0
2021-10-22;Ile-de-France;400560.0;56.0;3.0;7748.0
2021-10-23;Ile-de-France;233243.0;53.0;2.0;5951.0
2021-10-25;Ile-de-France;438361.0;59.0;3.0;6986.0
2021-10-26;Ile-de-France;442090.0;58.0;3.0;8148.0
2021-10-27;Ile-de-France;429308.0;60.0;3.0;7242.0
2021-10-28;Ile-de-France;429707.0;57.0;3.0;8231.0
2021-10-29;Ile-de-France;440705.0;60.0;3.0;7448.0
2021-10-30;Ile-de-France;258401.0;52.0;2.0;5670.0
2021-11-02;Ile-de-France;501616.0;56.0;3.0;12046.0
2021-11-03;Ile-de-France;392262.0;54.0;2.0;8187.0
2021-11-04;Ile-de-France;598101.0;59.0;3.0;13729.0
2021-11-05;Ile-de-France;394348.0;56.0;3.0;7924.0
2021-11-06;Ile-de-France;126575.0;44.0;2.0;2921.0
2021-11-08;Ile-de-France;447611.0;55.0;3.0;8707.0
2021-11-09;Ile-de-France;533698.0;56.0;3.0;9247.0
2021-11-10;Ile-de-France;456961.0;56.0;3.0;7950.0
2021-11-12;Ile-de-France;304369.0;58.0;3.0;5873.0
2021-11-13;Ile-de-France;145225.0;49.0;2.0;3308.0
2021-11-15;Ile-de-France;481747.0;59.0;3.0;8870.0
2021-11-16;Ile-de-France;421910.0;57.0;3.0;7736.0
2021-11-17;Ile-de-France;401549.0;54.0;3.0;8104.0
2021-11-18;Ile-de-France;361346.0;56.0;3.0;7561.0
2021-11-19;Ile-de-France;392807.0;55.0;3.0;7697.0
2021-11-20;Ile-de-France;168459.0;53.0;2.0;5223.0
2021-11-22;Ile-de-France;459393.0;50.0;2.0;10231.0
2021-11-23;Ile-de-France;364521.0;53.0;2.0;7425.0
2021-11-24;Ile-de-France;364491.0;51.0;2.0;7454.0
2021-11-25;Ile-de-France;375606.0;54.0;3.0;7334.0
2021-11-26;Ile-de-France;449781.0;56.0;3.0;7857.0
2021-11-27;Ile-de-France;165411.0;49.0;3.0;3980.0
2021-11-29;Ile-de-France;392163.0;56.0;3.0;7402.0
2021-11-30;Ile-de-France;1115055.0;60.0;3.0;22366.0
2021-12-01;Ile-de-France;392052.0;53.0;2.0;9589.0
2021-12-02;Ile-de-France;414650.0;54.0;3.0;8039.0
2021-12-03;Ile-de-France;391781.0;55.0;3.0;7546.0
2021-12-04;Ile-de-France;284588.0;58.0;3.0;5371.0
2021-12-05;Ile-de-France;206000.0;74.0;4.0;2801.0
2021-12-06;Ile-de-France;346900.0;57.0;3.0;5877.0
2021-12-08;Ile-de-France;693624.0;58.0;3.0;10601.0
2021-12-09;Ile-de-France;563826.0;57.0;3.0;10220.0
2021-12-10;Ile-de-France;470661.0;58.0;3.0;7961.0
2021-12-11;Ile-de-France;301943.0;58.0;3.0;5337.0
